Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,2.0,131.0,Suburbann,28.0,Poor,,Oil,False,True,2022-06-25,Green,,False,Excellent,Poor,Excellent,Poor,11.0,1.98,,BVRP Aluminum QQOV Window,153.39241
3.0,,148.0,,51.0,Good,False,Oil,False,False,2020-03-14,,Martin,False,Good,Good,Good,Poor,15.0,3.44,235.2,CV1 Aluminum NFBWZM1 Window,311.20765
2.0,1.0,124.0,Suburban,34.0,None,False,Oil Heating,True,True,2023-10-27,Gray,Laura,False,Excellent,Poor,Good,Poor,3.0,1.24,198.4,KELQV9 Aluminum GRW4L,139.63727
1.0,1.0,34.0,Suburbann,65.0,None,False,Electricity,False,False,2023-06-01,White,Sabrina,False,Good,Excellent,Good,Good,3.0,1.54,20.4,Steel TJSI09,82.43719
,1.0,88.0,Urban,24.0,Excellent,False,Gas,True,True,2020-02-25,Yellow,Laura,False,Good,Good,Poor,Good,47.0,1.54,,F6J2H Steel 7K7KKA,335.80124
2.0,5.0,133.0,Suburbann,,Good,False,Electric,False,True,2021-04-12,,Sandra,False,Poor,Poor,Excellent,Excellent,15.0,2.93,79.8,B3NY Wood KNOH Window,140.90339
1.0,1.0,24.0,Rural,71.0,Poor,False,Oil,True,True,2022-05-05,White,Lukas,False,Good,Good,Excellent,Good,11.0,1.83,40.0,Aluminum 2ADVK0 Window,131.19794
1.0,1.0,27.0,,54.0,Excellent,False,Oil,False,False,2023-08-06,,Denis,True,Good,Excellent,Excellent,Good,47.0,2.77,,Wood XHH Window,209.49867
,3.0,134.0,Suburban,,Poor,False,Oil Heating,True,True,2023-06-30,Yellow,Johanna,False,Good,Good,Excellent,Poor,11.0,3.62,214.4,PFADU Steel MN53Y Window,4504.7516000000005
1.0,1.0,35.0,Urban,37.0,None,,Oil,False,True,2020-11-22,,,False,Good,Good,Good,Poor,3.0,3.66,,94GB Steel UMSENJ Window,169.81333
3.0,3.0,139.0,Rural,44.0,None,True,Oil,True,True,2020-06-24,Green,Laura,False,Good,Excellent,Poor,Good,3.0,2.88,,09WJ Steel CJRX4 Window,487.59742
3.0,1.0,110.0,Rural,44.0,Poor,False,Gas,False,True,2022-12-30,,Martin,False,Poor,Good,Good,Good,11.0,2.62,111.0,Wood FWEK8 Window,325.40453
,2.0,112.0,Suburbann,36.0,Good,,Oil,True,True,2024-01-06,,Stefan,False,Good,Good,Poor,Good,15.0,2.58,,AIHGIK Aluminum Y0FGX4,156.82028
2.0,2.0,67.0,Urban,25.0,Good,False,Electricity,False,True,2021-03-29,Gray,,False,Good,Excellent,Good,Poor,15.0,1.41,,Aluminum 4D1B6,133.00497
,1.0,94.0,Rural,26.0,Poor,False,Gas,True,False,2020-07-04,Yellow,Lukas,False,Good,Excellent,Good,Good,11.0,3.73,93.0,Aluminum 5NL4B Window,194.91173
2.0,2.0,96.0,Urban,61.0,Good,False,Electricity,True,False,2024-02-12,,,False,Good,Good,Good,Excellent,15.0,1.59,57.6,Wood Y3BNY,192.82119
,2.0,116.0,,,,False,Oil Heating,False,True,2022-01-19,Yellow,Denis,False,Good,Excellent,Excellent,Excellent,3.0,3.7,,FPB6 Aluminum 6162G,129.19569
3.0,3.0,101.0,Rural,43.0,None,False,Oil,False,True,2022-05-09,Gray,Sabrina,False,Good,Good,Good,Good,3.0,3.01,,Steel P96UG,417.95599
2.0,,116.0,Rural,29.0,None,,Gas,False,False,2021-09-11,Gray,,False,Excellent,Good,Good,Poor,3.0,3.02,118.0,D9A Wood 00BX6,254.80528
1.0,1.0,34.0,Urban,53.0,None,False,Oil Heating,True,True,2024-03-26,Gray,Maria,False,Excellent,Poor,Poor,Good,3.0,1.02,56.0,Aluminum 9C8IE Window,85.16643
,2.0,105.0,Suburbann,55.0,Excellent,False,Gas,False,False,2024-03-14,Gray,Roman,False,Excellent,Excellent,Good,Excellent,47.0,1.03,,Steel 22UVMN0,197.85845
,2.0,111.0,Urban,60.0,Excellent,,Electric,True,True,2020-08-17,Green,Theresa,False,Good,Poor,Excellent,Poor,47.0,1.67,66.6,ODS7K9V Wood XQWX0 Window,289.53289
,1.0,45.0,Urban,50.0,None,True,Gas,False,False,2023-02-04,,Florian,False,Excellent,Good,Excellent,Excellent,3.0,1.93,45.0,Steel 9GYUTSP,167.06735
,2.0,119.0,Urban,60.0,None,False,Oil,False,True,2022-04-13,White,Theresa,False,Poor,Poor,Good,Good,3.0,1.77,,B2QU Aluminum 6WG6N8K,197.93785
1.0,1.0,57.0,Rural,32.0,None,False,Oil,False,True,2023-10-04,Yellow,Maria,False,Poor,Excellent,Good,Good,3.0,2.37,89.6,Wood JNB,238.65955
1.0,,118.0,,41.0,None,False,Gas,False,True,2021-09-17,Yellow,,False,Excellent,Excellent,Good,Good,3.0,4.7,116.0,Wood LQHBG1O,307.50386
,1.0,32.0,Suburbann,40.0,None,True,Gas,False,False,2021-11-12,Yellow,Theresa,False,Good,Poor,Excellent,Good,3.0,2.46,,Wood 0FGHN8,57.24309
,1.0,44.0,Rural,31.0,None,,Oil,True,True,2020-03-16,,Stefan,False,Good,Good,Good,Good,3.0,3.01,68.8,Aluminum 01U5WV Window,140.26913
1.0,,146.0,,49.0,None,False,Gas,False,False,2024-03-22,Gray,Stefan,False,Good,Good,Good,Poor,3.0,2.94,145.0,Steel HO9VVIM Window,263.71357
1.0,1.0,113.0,Urban,62.0,None,False,Oil Heating,False,True,2024-03-13,Gray,,False,Good,Good,Good,Good,3.0,1.45,182.4,B8V Wood D160 Window,253.74971
2.0,2.0,112.0,Urban,53.0,Poor,False,Oil Heating,True,True,2021-12-01,Yellow,Lukas,False,Excellent,Excellent,Good,Excellent,11.0,4.38,176.0,7008LOE Aluminum KTK Window,243.66069
1.0,2.0,-977.0,,21.0,None,False,Gas,False,True,2022-09-01,Gray,Laura,False,Good,Good,Excellent,Poor,3.0,1.79,,P83S5T Steel IOF3R3L Window,212.32141
,,46.0,Urban,36.0,Poor,False,Oil Heating,False,True,2022-03-17,Gray,,False,Good,Good,Excellent,Excellent,11.0,1.2,,Wood 352G,181.75766
1.0,1.0,57.0,Rural,1.0,None,False,Oil Heating,False,True,2020-12-11,Yellow,Florian,False,Good,Excellent,Poor,Excellent,3.0,2.41,,T1XY Steel AXF26 Window,316.69604
1.0,1.0,45.0,Urban,38.0,None,,Oil Heating,False,False,2021-03-03,White,Johanna,False,Good,Excellent,Excellent,Good,3.0,1.31,,EOI Aluminum HTE,84.76445
,2.0,70.0,Rural,68.0,None,False,Oil Heating,True,True,2020-07-26,,Lukas,False,Excellent,Excellent,Poor,Excellent,3.0,1.44,,Aluminum WJ2,202.85208
3.0,1.0,112.0,,40.0,None,,Oil,False,False,2021-11-14,Yellow,,False,Poor,Good,Good,Excellent,3.0,4.28,,NGUND Steel NGD,151.63467
1.0,1.0,62.0,Suburbann,51.0,None,,Electric,False,True,2021-03-16,White,Lukas,False,Excellent,Excellent,Good,Good,3.0,2.26,37.8,Steel KNL Window,114.6904
5.0,5.0,146.0,Urban,42.0,None,False,Gas,False,True,2021-02-13,Yellow,Sandra,False,Excellent,Excellent,Excellent,Good,3.0,1.27,,Steel 5FJZ9P Window,339.86618
,1.0,27.0,Rural,25.0,Excellent,False,Electricity,False,True,2021-09-08,White,Lukas,False,Good,Poor,Good,Excellent,47.0,1.41,16.2,28DN Aluminum BGE5,233.05982
,1.0,25.0,Suburbann,61.0,None,False,Gas,False,True,2021-11-15,,Sabrina,False,Excellent,Poor,Good,Excellent,3.0,1.75,26.0,Wood EEUX Window,64.80689
1.0,1.0,93.0,Rural,29.0,Poor,False,Electricity,False,True,2021-07-07,Yellow,Natalie,False,Excellent,Good,Poor,Excellent,11.0,2.91,,Aluminum E27,196.01399
,1.0,102.0,Urban,27.0,None,True,Gas,False,True,2020-12-06,Gray,Lukas,False,Excellent,Good,Excellent,Poor,3.0,2.05,103.0,Steel IRM9,257.72954
3.0,5.0,132.0,Rural,46.0,None,False,Electric,False,True,2022-02-23,Gray,Roman,False,Excellent,Good,Good,Good,3.0,1.21,79.2,Wood K9U2V74,322.94416
2.0,2.0,97.0,Suburbann,36.0,Poor,False,Gas,False,False,2023-08-15,Green,Theresa,False,Poor,Good,Good,Poor,11.0,1.93,96.0,Steel NVO4,134.08842
,4.0,130.0,Rural,38.0,None,,Oil,True,False,2023-09-16,Yellow,,False,Good,Good,Good,Good,3.0,3.07,,4BCGEV0 Wood 1JL4BU,377.03137
1.0,1.0,41.0,Rural,65.0,Good,False,Gas,False,True,2021-03-10,Gray,Laura,False,Excellent,Excellent,Excellent,Excellent,15.0,2.32,40.0,13FY1 Aluminum 29NI Window,168.61784
2.0,1.0,123.0,,48.0,Good,True,Electricity,True,False,2020-04-05,Yellow,Theresa,False,Excellent,Poor,Good,Good,15.0,3.17,,49T7 Steel 7A57NW Window,138.31723
,,,,,,,,,,,,,,,,,,,,,,
,1.0,40.0,Rural,65.0,None,,Gas,False,True,2023-03-10,Gray,Martin,False,Good,Excellent,Excellent,Good,3.0,2.05,,O6363P0 Wood CVTALJN Window,186.25039
,1.0,48.0,Rural,25.0,Good,,Gas,False,True,2021-02-04,Green,Theresa,False,Good,Excellent,Poor,Poor,15.0,1.88,,0Z4UR5 Wood FGA98 Window,226.69423
,2.0,136.0,Urban,58.0,None,False,Gas,True,True,2021-06-19,Yellow,Laura,False,Good,Good,Poor,Poor,3.0,3.76,137.0,B4R Aluminum AI6OO3L,184.24815
2.0,,67.0,Rural,47.0,,False,Oil,False,False,2022-01-28,Yellow,,False,Excellent,Good,Good,Excellent,15.0,3.37,105.6,9UXYX4E Steel U45E,321.36008
,,140.0,Rural,67.0,None,True,Oil,False,True,2023-02-19,Yellow,Sabrina,False,Good,Good,Good,Good,3.0,3.42,,478 Steel Q1L6 Window,488.74071
,1.0,71.0,Rural,71.0,None,,Oil,True,False,2021-12-04,White,Daniel,False,Good,Good,Good,Excellent,3.0,1.73,,97D Steel 971MGO Window,290.08772
2.0,,123.0,Urban,46.0,None,False,Oil,False,False,2023-09-14,White,Stefan,False,Good,Good,Poor,Excellent,3.0,2.41,198.4,XGR2 Steel BDVJ3S0 Window,273.79295
1.0,2.0,87.0,Rural,44.0,None,False,Oil,False,True,2023-08-01,White,Natalie,False,Excellent,Excellent,Good,Good,3.0,1.47,137.6,EC9 Aluminum 1NQBN Window,246.06683
,4.0,140.0,Rural,68.0,Good,False,Electricity,False,True,2020-04-14,Green,Andreas,False,Excellent,Excellent,Good,Good,15.0,2.62,85.2,UC4 Wood I2RFRD,7294.4334
,,,,,,,,,,,,,,,,,,,,,,
1.0,,46.0,Rural,64.0,Good,,Oil,True,True,2022-01-09,Gray,Laura,False,Good,Good,Good,Poor,15.0,2.82,72.0,Aluminum ZO2JXK,177.56504
1.0,1.0,53.0,Rural,54.0,None,False,Oil,True,True,2023-07-05,Gray,Denis,False,Poor,Poor,Poor,Poor,3.0,1.04,88.0,J46YJY Wood KCSBI6,209.66136
1.0,1.0,45.0,Urban,69.0,None,False,Electricity,False,True,2021-11-17,Gray,Lukas,False,Good,Good,Good,Good,3.0,1.43,,Steel BB7QH2A Window,161.61203
2.0,1.0,118.0,,65.0,None,,Oil,True,False,2020-05-27,,,False,Good,Good,Poor,Good,3.0,1.9,188.8,Aluminum TNI7T Window,164.18288
1.0,1.0,73.0,Suburban,41.0,Good,True,Electric,True,False,2022-09-19,White,Stefan,False,Good,Good,Poor,Excellent,15.0,1.73,43.8,5EA Wood 3CAK Window,96.47046
,3.0,141.0,Suburbann,31.0,None,False,Oil,False,False,2023-01-06,White,Martin,False,Excellent,Good,Excellent,Good,3.0,2.75,227.2,N1RWD Steel WF0RH,190.2879
1.0,,59.0,Urban,47.0,None,False,Gas,True,False,2023-05-23,Yellow,,False,Good,Good,Good,Excellent,3.0,4.86,58.0,UTCMH Wood XQ3R7R,136.99906
,,24.0,Suburbann,47.0,None,,Oil Heating,False,True,2020-11-14,Green,Maria,False,Good,Good,Excellent,Good,3.0,2.5,,Wood QJ94DGD,69.41805
,3.0,106.0,Suburban,54.0,Good,False,Electric,False,False,2024-01-26,Gray,,False,Poor,Good,Excellent,Good,15.0,1.63,,Steel QEK Window,138.91742
1.0,1.0,98.0,Suburban,,Good,False,Gas,False,False,2022-07-31,Green,Sabrina,False,Good,Good,Poor,Good,15.0,2.28,99.0,Aluminum LXE Window,80.74132
,,77.0,Suburban,,Good,False,Gas,True,False,2020-11-30,White,Andreas,False,Poor,Excellent,Good,Good,15.0,3.57,,Wood NGO,95.88732
1.0,2.0,61.0,Rural,49.0,None,False,Gas,True,False,2024-03-28,Gray,Sandra,False,Excellent,Poor,Good,Good,3.0,1.4,61.0,WQPOJ Steel 67D,261.96082
2.0,5.0,132.0,Urban,51.0,,False,Oil,True,True,2021-04-16,White,Maria,False,Good,Good,Good,Poor,3.0,2.85,,Steel BXIM,6879.8108
2.0,2.0,64.0,,45.0,None,True,Electricity,False,True,2023-10-03,Green,Martin,False,Poor,Poor,Poor,Excellent,3.0,1.79,38.4,Aluminum Z1SYGJ7,50.97844
1.0,3.0,126.0,Suburbann,52.0,None,False,Oil Heating,True,True,2021-03-08,Gray,,False,Poor,Poor,Good,Good,3.0,3.05,,7K3 Aluminum HG2T,128.64424
,,116.0,Rural,36.0,None,True,Oil Heating,False,False,2023-09-25,Green,Maria,False,Good,Good,Excellent,Excellent,3.0,2.54,,NZO7B Aluminum MZHU08J Window,262.03177
,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,98.0,Rural,,Excellent,,Electricity,False,True,2024-01-08,Green,Andreas,False,Good,Good,Good,Excellent,47.0,1.73,59.4,Wood 6DWV16,411.29752
,3.0,116.0,Rural,56.0,None,False,Electric,False,True,2020-08-24,Green,,False,Excellent,Good,Good,Good,3.0,3.05,,730F80 Aluminum GGTAM Window,200.4624
2.0,,133.0,Urban,,Excellent,False,Electricity,True,False,2022-06-08,Green,Stefan,False,Excellent,Good,Good,Excellent,47.0,1.75,80.4,Wood 30S0YDT,278.02444
1.0,1.0,23.0,Urban,68.0,None,,Gas,False,False,2020-11-08,,,False,Good,Excellent,Excellent,Good,3.0,4.11,,Steel QSL2G,131.65619
1.0,1.0,88.0,Rural,43.0,None,False,Gas,True,True,2023-04-05,White,Laura,False,Good,Good,Good,Good,3.0,1.68,,Steel H2S55 Window,348.41581
,1.0,115.0,Rural,,None,False,Electric,False,True,2022-06-14,White,Andreas,False,Good,Poor,Good,Excellent,3.0,2.68,68.4,GKXPBD Wood J2IZ Window,254.03838
,1.0,138.0,,50.0,None,False,Electric,True,True,2020-01-09,Gray,,False,Good,Excellent,Excellent,Good,3.0,1.71,82.2,U18 Aluminum NEGPT,163.83921
,1.0,28.0,Suburbann,44.0,None,True,Electricity,False,True,2023-10-31,White,Sabrina,False,Good,Good,Good,Good,3.0,1.66,17.4,Aluminum 672DJ39,33.15871
4.0,1.0,144.0,,,Good,False,Oil Heating,False,True,2020-01-29,White,Daniel,False,Excellent,Excellent,Poor,Poor,15.0,2.56,,M02GO9O Steel MZF2TI Window,358.39967
2.0,1.0,120.0,Suburban,,Good,True,Oil,True,True,2020-07-02,Green,,False,Good,Good,Poor,Good,15.0,1.65,,Wood 9E17HQ,165.02678
1.0,1.0,79.0,Suburban,52.0,None,False,Oil Heating,True,True,2021-08-14,White,Maria,False,Good,Excellent,Good,Excellent,3.0,2.96,124.8,5TCTSRB Wood TAU33K Window,126.44842
,3.0,125.0,Rural,61.0,None,True,Oil,True,True,2023-10-23,Green,Lukas,False,Poor,Excellent,Good,Excellent,3.0,1.79,,OIE9GO Steel 60F6EUM Window,502.60516
,1.0,8024.0,Urban,38.0,None,False,Oil,True,True,2021-08-30,Green,,False,Poor,Excellent,Poor,Poor,3.0,1.85,40.0,1ST2UZ Aluminum B2L,64.50122
2.0,1.0,71.0,Suburbann,60.0,None,False,Gas,True,True,2020-05-02,Green,,False,Good,Good,Good,Good,3.0,3.17,71.0,Steel R5TPK Window,126.63871
,1.0,31.0,Suburbann,55.0,None,,Gas,False,True,2020-03-09,,Sandra,False,Good,Excellent,Excellent,Poor,3.0,2.77,,Wood 6D5XN,66.34375
1.0,2.0,84.0,,54.0,Good,True,Electric,False,True,2022-02-28,,,False,Good,Poor,Excellent,Good,15.0,1.26,50.4,8GE Wood CAF Window,190.11594
2.0,2.0,89.0,Suburban,,Good,False,Gas,True,True,2020-10-06,Yellow,Stefan,False,Poor,Good,Excellent,Poor,15.0,4.09,,Aluminum IP3DM,95.10747
,3.0,140.0,Urban,62.0,None,False,Gas,False,True,2021-11-03,Gray,,False,Good,Excellent,Good,Poor,3.0,2.24,,Steel XK8E,304.83981
1.0,1.0,28.0,Suburbann,36.0,None,False,Gas,False,False,2021-11-28,Green,Lukas,False,Good,Excellent,Excellent,Poor,3.0,3.03,27.0,340Z Aluminum 57C,32.34828
1.0,1.0,140.0,Rural,39.0,None,False,Gas,False,False,2021-08-16,Yellow,Theresa,False,Good,Good,Excellent,Good,3.0,2.2,140.0,Aluminum 1MY Window,222.78556
2.0,1.0,85.0,Urban,,Good,,Gas,False,True,2021-12-23,Gray,Maria,False,Excellent,Excellent,Good,Poor,15.0,1.73,84.0,Aluminum US1HRY,157.77791
1.0,1.0,48.0,Rural,,Good,True,Electric,True,False,2022-04-04,White,Sabrina,False,Good,Good,Poor,Good,15.0,2.14,29.4,Wood U4D Window,180.32722
4.0,4.0,142.0,Rural,2.0,None,False,Oil Heating,False,False,2023-01-02,Green,Theresa,False,Poor,Excellent,Excellent,Good,3.0,3.03,,9OYN2N5 Aluminum 3RU Window,337.74923
3.0,1.0,140.0,,43.0,Poor,True,Gas,False,True,2022-03-14,Green,Laura,False,Excellent,Poor,Good,Poor,11.0,3.4,141.0,3IG Aluminum 2HXR7 Window,296.68055
2.0,1.0,97.0,Urban,51.0,None,,Electric,False,False,2020-09-16,,Denis,False,Poor,Poor,Excellent,Excellent,3.0,1.63,,Wood WW19,134.86844
1.0,1.0,53.0,Rural,34.0,Poor,,Oil,False,False,2021-03-17,Gray,Andreas,False,Poor,Excellent,Excellent,Good,11.0,2.77,84.8,Aluminum 1O7,152.66297
,,68.0,Suburbann,24.0,Good,False,Oil,False,True,2024-02-26,Green,Daniel,False,Good,Poor,Good,Poor,15.0,1.82,108.8,ZHK Steel DJ4O7 Window,165.43241
5.0,4.0,133.0,Rural,33.0,Poor,,Oil,True,False,2023-06-11,White,Andreas,False,Excellent,Good,Good,Good,11.0,3.51,212.8,Aluminum 1OE0Q,356.42638
1.0,2.0,72.0,Rural,68.0,None,False,Electric,False,True,2022-04-15,Green,Sabrina,False,Good,Excellent,Good,Excellent,3.0,1.54,,B28 Aluminum PTSN4 Window,142.12023
1.0,1.0,69.0,Rural,,None,True,Oil,False,True,2023-02-26,,Daniel,False,Good,Poor,Excellent,Good,3.0,2.02,112.0,POQGT Wood RLR0AM Window,248.33392
1.0,,92.0,Urban,65.0,Poor,,Gas,True,True,2022-08-22,,Sandra,False,Good,Poor,Good,Excellent,11.0,3.34,92.0,OPI619M Wood 45A,215.2328
2.0,2.0,86.0,,42.0,None,,Gas,False,True,2022-11-29,Gray,,False,Good,Good,Good,Good,3.0,2.85,85.0,GGFOPSW Wood UORM2V3,188.38731
,1.0,61.0,,,None,False,Electricity,False,True,2022-10-12,Green,Denis,False,Good,Poor,Excellent,Excellent,3.0,2.16,,5QWTR Aluminum 3PQNI6,50.75065
2.0,2.0,61.0,Urban,64.0,None,False,Oil Heating,True,True,2022-10-04,,Lukas,False,Excellent,Excellent,Excellent,Poor,3.0,1.92,96.0,Steel ETK,247.94155
1.0,3.0,106.0,,62.0,Excellent,False,Oil Heating,False,True,2023-04-04,,Stefan,False,Poor,Good,Good,Good,47.0,2.98,,Wood KXV9DJ,212.35667
,1.0,34.0,Suburbann,60.0,None,False,Electric,True,True,2022-12-22,Green,Theresa,False,Good,Excellent,Excellent,Good,3.0,2.07,19.8,6MMWULM Aluminum 52Q,45.62557
1.0,1.0,20.0,Urban,5.0,None,True,Oil,False,False,2022-07-20,Gray,Daniel,False,Good,Good,Good,Poor,3.0,1.14,36.8,4T772Y Steel TASKW,141.3072
1.0,1.0,31.0,,45.0,None,,Electric,False,False,2023-06-22,White,Daniel,False,Excellent,Good,Excellent,Excellent,3.0,2.1,18.0,Aluminum VKDYN9R Window,36.32328
,1.0,137.0,Rural,60.0,None,True,Electric,False,True,2020-09-28,,Theresa,False,Good,Poor,Excellent,Excellent,3.0,2.55,,N0V Steel Q4C Window,361.53448
5.0,4.0,146.0,Rural,71.0,Excellent,False,Gas,False,True,2020-03-31,Gray,Theresa,False,Excellent,Good,Good,Good,47.0,2.33,146.0,6YEE7 Wood ERD,514.91976
2.0,2.0,100.0,Rural,,None,,Gas,True,True,2023-02-19,Gray,,False,Excellent,Good,Excellent,Excellent,3.0,2.97,,Steel CY6US,387.53116
3.0,4.0,146.0,Suburban,66.0,,False,Oil,True,True,2023-09-27,Gray,,False,Excellent,Poor,Poor,Good,3.0,1.56,235.2,Aluminum FJ7ZELS Window,166.41262
4.0,4.0,146.0,Urban,-18.0,None,,Oil Heating,False,True,2022-03-30,,Laura,False,Poor,Poor,Excellent,Good,3.0,2.14,,Steel U1F Window,365.693
1.0,1.0,51.0,,-24.0,Excellent,False,Electricity,True,False,2021-12-18,Yellow,Martin,False,Poor,Excellent,Excellent,Good,47.0,1.67,,M3DU Steel 1HC7G,350.1624
,1.0,136.0,,30.0,None,False,Oil Heating,False,True,2021-07-12,Green,Maria,False,Good,Excellent,Good,Poor,3.0,3.42,,Wood H96 Window,413.69828
,,24.0,,,None,False,Electric,False,True,2022-03-07,Yellow,Roman,False,Excellent,Good,Good,Good,3.0,4.04,15.0,B8EGITR Aluminum FI5ZHP,63.90834
2.0,2.0,92.0,Rural,50.0,Good,False,Gas,False,True,2021-10-04,Yellow,Sabrina,False,Poor,Excellent,Excellent,Good,15.0,3.36,92.0,DMLLCGN Aluminum DLCM9PO Window,247.39441
1.0,1.0,69.0,Urban,41.0,Good,True,Gas,False,True,2021-11-13,Yellow,Sandra,False,Good,Good,Poor,Poor,15.0,2.48,,Steel X3P6R4,229.75951
2.0,,139.0,Urban,14.0,Poor,,Gas,False,True,2020-06-30,Gray,Martin,False,Poor,Good,Poor,Poor,11.0,2.05,,Wood 8CJME Window,258.16314
1.0,1.0,50.0,,50.0,None,,Electric,False,True,2021-11-09,Gray,Laura,False,Good,Good,Poor,Good,3.0,1.62,,Steel CT00J Window,164.66483
1.0,1.0,69.0,Suburban,36.0,Excellent,,Oil,True,True,2022-07-08,Green,Florian,False,Poor,Excellent,Good,Poor,47.0,2.28,112.0,40SWMD2 Aluminum DPU8BQ8,151.29361
4.0,1.0,137.0,Suburban,,Poor,,Electric,False,True,2023-12-11,White,,False,Excellent,Good,Excellent,Good,11.0,2.79,82.2,VRRZ9K9 Aluminum BHNVA Window,118.35788
,2.0,70.0,Suburban,63.0,None,False,Electric,True,True,2020-04-18,White,Denis,False,Good,Good,Good,Excellent,3.0,3.67,,X6U7XBL Steel VAMV4,119.76706
1.0,1.0,42.0,,49.0,None,False,Electric,True,True,2022-09-05,White,Roman,False,Good,Poor,Excellent,Good,3.0,3.19,,Aluminum CVGXIBB,104.40583
1.0,1.0,26.0,,39.0,None,False,Oil,False,True,2021-12-02,White,Roman,False,Excellent,Excellent,Excellent,Good,3.0,2.11,,Wood 3U8,80.35336
,,99.0,,21.0,Good,False,Oil Heating,False,True,2021-09-28,White,Daniel,False,Excellent,Excellent,Excellent,Good,15.0,1.32,156.8,Steel 3F40SD,460.42914
2.0,1.0,70.0,Suburbann,47.0,Good,False,Gas,True,True,2020-06-13,Green,Lukas,False,Excellent,Good,Excellent,Good,15.0,1.74,71.0,JW9R Aluminum 5HEETLP,96.59358
,5.0,146.0,Rural,44.0,Poor,False,Oil Heating,False,False,2023-08-28,Green,Andreas,False,Excellent,Poor,Excellent,Excellent,11.0,2.52,,H0T18 Wood NAA61 Window,418.78721
,1.0,36.0,Rural,61.0,None,,Electricity,False,False,2020-02-11,White,Sandra,False,Good,Good,Good,Good,3.0,3.15,,Z7F7MM Steel CVVNP,173.88173
1.0,1.0,62.0,Urban,63.0,Excellent,,Electricity,False,True,2024-03-26,Yellow,,False,Good,Poor,Good,Good,47.0,1.87,,BRV Steel AB1B6WC,303.07571
,1.0,79.0,Suburban,54.0,None,,Gas,False,True,2023-12-18,,Natalie,False,Poor,Excellent,Poor,Good,3.0,1.71,,Steel 9X3LM,131.31163
3.0,3.0,111.0,Urban,59.0,Excellent,False,Electric,True,False,2022-12-01,Gray,,False,Excellent,Excellent,Excellent,Excellent,47.0,2.27,,Aluminum XQX,245.30138
,2.0,145.0,Suburbann,54.0,None,True,Electricity,True,True,2021-02-01,Yellow,Sandra,False,Excellent,Poor,Good,Excellent,3.0,2.12,87.0,H6M Wood 4B65,144.1639
,2.0,68.0,,,Good,False,Oil,True,True,2021-12-20,Yellow,Theresa,False,Excellent,Good,Poor,Good,15.0,4.48,110.4,WL5N2 Aluminum GCUT,170.08957
1.0,2.0,73.0,Suburbann,,Excellent,False,Electricity,False,True,2022-08-31,Gray,,False,Poor,Excellent,Good,Excellent,47.0,1.98,43.8,Aluminum 877HP8 Window,125.04263
5.0,3.0,136.0,Rural,,None,,Electric,False,True,2023-05-24,White,Andreas,False,Good,Good,Good,Good,3.0,2.05,,ASNM Wood 2IXB4D3,314.52624
1.0,2.0,62.0,Suburbann,57.0,Good,,Oil Heating,True,False,2023-08-20,,Andreas,False,Good,Excellent,Poor,Good,15.0,2.49,96.0,UZN Aluminum 7U78CW Window,83.74172
2.0,2.0,108.0,Urban,49.0,None,False,Electricity,True,True,2023-06-01,Yellow,Laura,False,Good,Good,Poor,Poor,3.0,3.63,64.8,Steel 0RJZ,242.97387
,1.0,89.0,Urban,44.0,None,False,Oil,True,True,2021-05-08,Yellow,Maria,False,Good,Poor,Good,Poor,3.0,4.32,144.0,Steel 9G9T Window,256.53008
2.0,1.0,76.0,,42.0,Poor,,Oil Heating,False,True,2020-02-01,Yellow,Denis,False,Good,Poor,Good,Good,11.0,4.87,,Aluminum YR55,89.95436
2.0,3.0,104.0,Urban,-15.0,Poor,True,Electricity,True,False,2021-11-12,,Sandra,False,Good,Good,Poor,Excellent,11.0,3.25,62.4,Steel C1F,222.20608
,2.0,116.0,Rural,58.0,Good,False,Gas,False,True,2023-02-17,White,Sandra,False,Excellent,Good,Excellent,Excellent,15.0,1.53,117.0,48YT2F Wood VD1P39,376.27088
2.0,,5491.0,Urban,35.0,Good,False,Electricity,True,False,2022-03-31,White,Sabrina,False,Excellent,Excellent,Excellent,Good,15.0,1.88,,Steel LWZR,255.26227
1.0,,32.0,Urban,21.0,None,False,Oil,False,False,2022-12-22,Gray,Laura,False,Good,Good,Poor,Good,3.0,2.73,,Wood N4WID,107.21248
1.0,1.0,46.0,Urban,20.0,Good,False,Gas,False,False,2022-04-27,Green,Maria,False,Excellent,Good,Excellent,Poor,15.0,1.75,46.0,Steel QJX98U,190.79796
2.0,1.0,91.0,,36.0,None,,Oil Heating,False,True,2020-01-17,Yellow,Johanna,False,Excellent,Good,Good,Excellent,3.0,2.33,148.8,95CPQ Steel 55CLWF Window,377.69796
1.0,1.0,59.0,Urban,,None,False,Electric,True,True,2022-05-03,Green,Natalie,False,Poor,Good,Poor,Poor,3.0,3.44,34.8,Aluminum GM9VS,62.72205
